"id","obs_date","asm","asm_d11","asm_d","asm_d_d11","asm_i","asm_i_d11","rpm","rpm_d11","rpm_d","rpm_d_d11","rpm_i","rpm_i_d11","load_factor","load_factor_d11","load_factor_d","load_factor_d_d11","load_factor_i","load_factor_i_d11","enplane_i","enplane_i_d11","enplane_d","enplane_d_d11","enplane","enplane_d11","air_rpm_tsi","air_rpm_tsi_d11","air_rtmfm","air_rtmfm_d11","rail_frt_carloads","rail_frt_carloads_d11","rail_frt_intermodal","rail_frt_intermodal_d11","rail_pm","rail_pm_d11","transit","transit_d11","petroleum","petroleum_d11","natural_gas","natural_gas_d11","waterborne","waterborne_d11","truck_d11","vmt","vmt_d11","tsi_freight","tsi_freight_c","tsi_passenger","tsi_passenger_c","tsi_total","tsi_total_c","ind_pro","manuf","inv_to_sales","idx_air_rpm","idx_air_rtmfm","idx_rail_frt_carloads","idx_rail_frt_intermodal","idx_rail_pm","idx_transit_d11","idx_petroleum_d11","idx_natural_gas_d11","idx_waterborne_d11","idx_truck_d11"
"SATD201003","2010-03-01T00:00:00.000","81417138","79642058","57080673","55282333","24336465","24359725","67304853","65714427","47619593","45616657","19685260","20097770","82.7","82.5","83.4","82.5","80.9","82.5","7795","7502","54424","51884","62219","59386","68307090","66603747","3056954","2861317","1245587","1206687","884975","894150","538675366","540830624","896922","844203","200331","203303","2142.9","1918.9","46.8","47","81.9","254238","248076","105.4","0.4","111.1","2","107.1","0.9","92.53365302145836","89.3140576781521","1.37","1.1294","1.1146","0.8918","1.2044","1.161","1.0721","0.9085","1.0233","0.9516","1.0932"
"SATD201004","2010-04-01T00:00:00.000","78459014","78995505","55280658","55562670","23178356","23432835","64062751","64161463","45662026","45237177","18400725","18924286","81.7","81.2","82.6","81.4","79.4","80.8","7161","7150","52498","51520","59659","58670","64953251","65194562","2990288","2995413","1226038","1225800","868143","883666","520013629","525086826","872882","849680","208861","214310","1691.8","1842.1","47.4","48","82.1","253936","249112","106.2","0.8","109.7","-1.3","107.2","0.1","92.86740229030748","90.09479206591624","1.36","1.1055","1.1668","0.9059","1.1903","1.1272","1.0791","0.9577","0.9824","0.9711","1.096"
"SATD201005","2010-05-01T00:00:00.000","82596331","80846282","56898076","55958653","25698255","24887629","67970934","65856349","46953592","45601969","21017342","20254380","82.3","81.5","82.5","81.5","81.8","81.4","7626","7492","53842","52106","61468","59599","68850905","66633512","3123899","3107170","1238429","1213582","926481","905302","544408276","527675045","855932","851096","206845","201630","1617.3","1982.2","47.6","47.2","81.6","256927","247042","106.2","0","111.4","1.5","107.7","0.5","94.14111105026164","89.76622560090615","1.38","1.1299","1.2104","0.8969","1.2195","1.1328","1.0809","0.9011","1.0571","0.9559","1.0888"
"SATD201006","2010-06-01T00:00:00.000","85383747","81109584","58353240","55828391","27030507","25281193","73591283","66625399","50387612","45961140","23203671","20664259","86.2","82.1","86.3","82.3","85.8","81.7","8322","7663","56690","52385","65012","60048","74474550","67639975","3083661","3103236","1183965","1207254","922804","924112","604206171","546134882","845468","842969","195446","193854","1649.5","2011.2","48.6","47.8","81.6","260083","247723","106.4","0.1","112.3","0.8","108.1","0.3","94.34838258942078","89.82691480587758","1.39","1.1469","1.2088","0.8922","1.2448","1.1724","1.0705","0.8663","1.0725","0.9684","1.09"
"SATD201007","2010-07-01T00:00:00.000","90033029","81333529","61069832","55969848","28963197","25363681","78192819","66623250","53095877","46002982","25096942","20620268","86.8","81.9","86.9","82.2","86.7","81.3","9292","7618","59143","52431","68435","60049","79304441","67464212","3069914","3095985","1214303","1217827","959582","938313","669880427","567387250","821929","841580","208611","205040","1825.8","2027.5","47.4","46.7","82","265315","249293","106.8","0.4","112.1","-0.2","108.3","0.2","94.70933688941264","90.71635623111798","1.4","1.1439","1.206","0.9","1.2639","1.218","1.0688","0.9163","1.0812","0.9449","1.0941"
"SATD201008","2010-08-01T00:00:00.000","88740810","82019745","60357986","56510159","28382824","25509586","75714090","67139569","51439494","46388289","24274596","20751280","85.3","81.9","85.2","82.1","85.5","81.3","8883","7661","57371","53123","66254","60784","76741308","67827859","3056160","3081857","1280718","1210263","1015099","952876","597056638","515156425","847812","842246","215385","211577","1878.9","2062.9","49.1","46.8","81.4","263837","249208","106.7","-0.2","112.4","0.3","108.3","0","95.05704798556516","90.99068032977998","1.41","1.1501","1.2005","0.8944","1.2835","1.1059","1.0696","0.9455","1.1001","0.9466","1.0873"
"SATD201009","2010-09-01T00:00:00.000","79616525","82387726","54729819","56873357","24886706","25514369","64494149","68090791","43694606","47069585","20799543","21021206","81","82.6","79.8","82.8","83.6","82.4","7047","7755","50305","53568","57352","61323","65341293","68688335","3086870","3107255","1239743","1222711","971902","949404","497091526","532455545","867660","841138","206128","205211","1637.5","2028.4","46.9","47.2","82.1","244682","249084","107.2","0.5","113.3","0.9","109","0.6","95.32365729076392","92.2284733454607","1.41","1.1647","1.2104","0.9036","1.2789","1.143","1.0682","0.9171","1.0817","0.9565","1.0957"
"SATD201010","2010-10-01T00:00:00.000","82105210","82837527","56731955","56875909","25373255","25961618","68199554","68984824","47283498","47515742","20916056","21469081","83.1","83.3","83.3","83.5","82.4","82.7","7298","7969","54826","53896","62124","61865","69071626","69832893","3315367","3130182","1289287","1223066","1018052","942525","531024449","542092764","891659","839025","209033","208184","1664.9","1954","51","46.7","83.1","256395","249386","107.7","0.5","114.6","1.1","109.7","0.7","95.06700605356836","93.18038241391343","1.39","1.1841","1.2193","0.9039","1.2696","1.1637","1.0655","0.9304","1.042","0.9457","1.1099"
"SATD201011","2010-11-01T00:00:00.000","77714960","82863743","54609536","56931542","23105424","25932202","62471217","68274346","44351351","47147443","18119866","21126903","80.4","82.4","81.2","82.8","78.4","81.5","6737","7784","51420","53402","58157","61186","63334293","68913961","3238034","3078580","1200298","1209283","926725","937942","528519429","542433295","840793","848594","206410","205140","1973.3","2003.5","46.7","46.7","82.9","239579","247614","107.3","-0.4","113.9","-0.6","109.2","-0.4","95.13404335672384","94.2678973982364","1.38","1.1685","1.1992","0.8937","1.2634","1.1644","1.0777","0.9167","1.0684","0.9445","1.1067"
"SATD201012","2010-12-01T00:00:00.000","80443268","81980557","55745548","56098874","24697720","25881683","64946702","67381788","45067193","46551078","19879509","20830710","80.7","82.2","80.8","83","80.5","80.5","7507","7658","51076","52440","58583","60099","65797943","68292384","3301087","3093118","1166081","1213021","884302","940304","558069744","543523527","815612","840445","214444","207401","2714","2154.7","44.8","46","84","240800","245054","108.7","1.3","112.9","-0.9","109.8","0.5","96.08159972444986","96.40624707816326","1.37","1.158","1.2049","0.8965","1.2666","1.1668","1.0673","0.9268","1.149","0.9308","1.1211"
"SATD201101","2011-01-01T00:00:00.000","79340800","82823272","53804569","56664269","25536231","26159003","60720980","67807109","41187427","46785558","19533553","21021551","76.5","81.9","76.6","82.6","76.5","80.4","7386","7689","46305","53148","53691","60837","61630362","68652215","2872137","3144981","1222479","1241770","919817","947482","456336772","549097587","796585","850556","203264","202166","2888.6","2070.7","44.9","47.1","85.2","223790","246965","109.8","1.1","113.7","0.8","110.9","1","95.87350690133172","98.50213654508818","1.37","1.1641","1.2251","0.9177","1.2763","1.1787","1.0802","0.9035","1.1043","0.9534","1.1371"
"SATD201102","2011-02-01T00:00:00.000","71889049","82647436","49106336","56333471","22782713","26313966","54492725","66645524","38285135","45860314","16207590","20785210","75.8","80.6","78","81.4","71.1","79","6420","7643","43658","51926","50078","59570","55391206","68226663","2662372","3091873","1116767","1237799","862311","965040","436196722","555502134","783261","849829","184456","205315","2452.4","2019.4","43","47.1","84.6","213463","245208","109.2","-0.6","113.3","-0.4","110.3","-0.5","95.4788799590198","98.4907990013023","1.35","1.1569","1.2044","0.9148","1.2999","1.1925","1.0793","0.9175","1.0769","0.954","1.1299"
"SATD201103","2011-03-01T00:00:00.000","85571961","83444219","59209949","57093137","26362012","26351082","69104312","67222397","48992222","46702370","20112090","20520027","80.8","80.6","82.7","81.8","76.3","77.9","7929","7630","55649","53064","63578","60694","70158268","68335333","3410298","3188007","1288214","1253463","955886","959370","566357389","574559466","911061","857987","199587","201621","2230.5","2008.8","44.9","44.9","87","253124","246519","110.9","1.6","113.8","0.5","111.6","1.2","96.46842446915105","101.7042145978657","1.35","1.1587","1.2418","0.9264","1.2923","1.2334","1.0896","0.901","1.0713","0.9095","1.1615"
"SATD201104","2011-04-01T00:00:00.000","82712741","83400324","56686515","57130247","26026226","26270077","66733086","67313220","46567367","46589889","20165719","20723332","80.7","80.7","82.1","81.6","77.5","78.9","7672","7716","52859","52649","60531","60365","67683558","68436159","3179047","3209080","1234172","1239401","955453","969847","572508869","568940626","859897","851296","192833","198295","1825","2002.7","45.4","46","86.1","249578","245553","110.3","-0.6","113.6","-0.2","111.1","-0.5","96.1488423485951","101.5634956720528","1.35","1.1604","1.25","0.916","1.3064","1.2213","1.0811","0.8862","1.068","0.931","1.149"
"SATD201105","2011-05-01T00:00:00.000","84747977","82666067","57969810","56739670","26778167","25926396","70797151","68261897","49026670","47273306","21770481","20988591","83.5","82.6","84.6","83.3","81.3","81","7871","7765","55982","53513","63853","61278","71711448","69140656","3082305","3086533","1243935","1221620","994279","977372","584806522","565169653","883667","862775","206363","201283","1667.4","2034.4","42.9","42.5","84.8","254083","243131","108.5","-1.6","114.9","1.1","110.3","-0.7","96.26710723869482","101.2126987290313","1.36","1.1724","1.2023","0.9028","1.3165","1.2132","1.0957","0.8995","1.0849","0.8607","1.1327"
"SATD201106","2011-06-01T00:00:00.000","87793502","83031333","59955636","57059330","27837866","25972004","75121815","67808661","51552209","46919395","23569606","20889266","85.6","81.7","86","82.2","84.7","80.4","8465","7677","57779","53441","66244","61118","76057910","68733814","3080022","3050501","1198498","1220870","970944","966626","595163810","534405062","864402","864979","206682","204021","1657.3","2020.8","47.9","47.2","86.4","258350","245757","110.3","1.6","114.4","-0.4","111.4","1","96.5514768095075","101.8269268364892","1.35","1.1655","1.1883","0.9023","1.3021","1.1472","1.0985","0.9117","1.0777","0.9555","1.1541"
"SATD201107","2011-07-01T00:00:00.000","92505514","83245367","62492261","57113113","30013253","26132254","80361588","68432636","54459011","47264580","25902577","21168056","86.9","82.2","87.1","82.8","86.3","81","9600","7848","60310","53672","69910","61520","81423231","69396587","3059306","3097313","1203850","1204145","971987","955431","632786423","535609040","827658","863469","206071","202493","1890.5","2089.9","49.9","49.2","85.5","260175","245196","110","-0.2","115.1","0.6","111.4","0","97.0098559191388","102.4996211011174","1.35","1.1767","1.2065","0.8899","1.287","1.1498","1.0966","0.9049","1.1145","0.997","1.1421"
"SATD201108","2011-08-01T00:00:00.000","89054159","82308167","60248867","56399787","28805292","25908380","76193082","67828712","51570695","46775835","24622387","21052878","85.6","82.4","85.6","82.9","85.5","81.3","8895","7718","57404","53184","66299","60903","77247896","68763846","3063273","3072199","1280388","1211327","1021377","959908","581116991","502066550","846358","825345","201630","197493","1891.8","2080.5","50.9","48.6","86.6","260526","244641","110.6","0.5","112.6","-2.1","111.1","-0.3","97.6274614563262","102.6919147359169","1.36","1.166","1.1967","0.8952","1.293","1.0778","1.0482","0.8826","1.1095","0.9838","1.1567"
"SATD201109","2011-09-01T00:00:00.000","80009494","82693437","54480417","56616652","25529077","26076785","65499304","68508266","44580293","47538769","20919011","20969497","81.9","82.8","81.8","84","81.9","80.4","7086","7745","50982","53278","58068","61023","66345318","69081447","3013752","3044489","1250008","1232711","989341","964306","509094731","538985490","894803","862760","206653","204732","1655.6","2043.6","47.7","47.9","87.3","242062","245393","111.2","0.5","114.7","1.9","112.1","1","97.55251929506508","102.3953601592434","1.34","1.1714","1.1859","0.911","1.2989","1.157","1.0957","0.9149","1.0898","0.9702","1.1654"
"SATD201110","2011-10-01T00:00:00.000","81575563","82467216","56160274","56457176","25415289","26010040","67300832","68590588","46972410","47566400","20328422","21024187","82.5","83.2","83.6","84.3","80","80.8","7079","7736","54124","53879","61203","61615","68177919","69350020","3174452","3001798","1315438","1251194","1052938","977123","543403112","556876260","922548","871350","204330","203507","1744.4","2045.2","52.1","47.8","87.4","251906","245952","111.4","0.2","115.4","0.6","112.5","0.3","98.23490360452064","103.1218521806595","1.34","1.1759","1.1693","0.9247","1.3162","1.1954","1.1066","0.9094","1.0906","0.9672","1.1676"
"SATD201111","2011-11-01T00:00:00.000","76327628","81549683","53639821","56034776","22687807","25514907","62528875","68215245","44780150","47468635","17748725","20746610","81.9","83.6","83.5","84.7","78.2","81.3","6611","7695","51660","53509","58271","61204","63492941","69227961","3141029","3009975","1229149","1237322","962932","979762","552477847","569301653","865886","874794","205155","204667","2031.9","2038","47","46.9","88.2","238535","246579","111.8","0.3","115.5","0","112.7","0.2","98.22330296859944","103.81833305676","1.34","1.1738","1.1725","0.9144","1.3198","1.2221","1.111","0.9146","1.0868","0.95","1.1781"
"SATD201112","2011-12-01T00:00:00.000","81142502","82857070","56330879","56820964","24811623","26036107","65500668","68025956","45673434","47260320","19827234","20765636","80.7","82.1","81.1","83.2","79.9","79.8","7535","7710","51535","53535","59070","61245","66595644","69171596","3261313","3060943","1239900","1280071","952770","995866","557374424","540661351","842335","881840","204292","197935","2541.9","2012.2","45.9","47","91.6","244810","249896","114.8","2.7","115.7","0.1","114.8","1.9","98.73978791833176","104.0439724085768","1.34","1.1729","1.1923","0.946","1.3415","1.1606","1.1199","0.8845","1.073","0.9518","1.2235"
"SATD201201","2012-01-01T00:00:00.000","78692868","82421715","53426995","56327519","25265873","26094196","61076689","68020218","41673200","47012444","19403489","21007774","77.6","82.5","78","83.5","76.8","80.5","7361","7706","47081","53316","54442","61022","61940192","68954386","2669174","2882503","1236637","1254076","952551","982399","463005361","555435796","846470","886518","204812","205264","2756.2","1988.3","45.7","47.9","87.5","227527","249790","111.1","-3.2","115.7","0","112.3","-2.2","99.3337815416972","105.5745408196691","1.34","1.1692","1.1228","0.9268","1.3233","1.1923","1.1258","0.9173","1.0603","0.9696","1.1688"
"SATD201202","2012-02-01T00:00:00.000","74994689","83502611","51244944","56894878","23749745","26607733","57448037","68130502","40440608","46997139","17007429","21133362","76.6","81.6","78.9","82.6","71.6","79.4","6701","7766","46405","53504","53106","61270","58243799","69637276","2809512","3150168","1137851","1204060","900187","975290","461139329","573154386","862976","890980","182427","195205","2500.6","2021.3","43.6","48","88.8","218196","250746","112","0.8","116.7","0.9","113.3","0.8","99.6486412794887","105.5660932380247","1.33","1.1808","1.2271","0.8899","1.3137","1.2304","1.1315","0.8723","1.0779","0.9706","1.185"
"SATD201203","2012-03-01T00:00:00.000","85281469","83222446","58846030","56851057","26435439","26371388","70799480","68781209","49693743","47333394","21105737","21447815","83","82.6","84.4","83.3","79.8","81.3","8262","7878","56200","53517","64462","61395","71696205","69537934","3307453","3109557","1212862","1184346","998993","996971","544100123","548184801","917178","876375","194737","195097","2127.8","1916.6","47.1","47","89.3","256166","249737","111.6","-0.3","115.8","-0.7","112.8","-0.5","99.12989779886904","106.3303770720603","1.34","1.1791","1.2113","0.8753","1.3429","1.1768","1.113","0.8719","1.0221","0.9516","1.1923"
